NASA PHOTO NO. AS17-|photo_num|mag_number|mag_code|film_type|sun_elevation|lens_mm|EVA|DESCRIPTION|||
137-20938|20938|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20939|20939|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20940|20940|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20941|20941|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20942|20942|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20943|20943|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20944|20944|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20945|20945|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20946|20946|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20947|20947|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20948|20948|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20949|20949|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20950|20950|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20951|20951|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20952|20952|137|C|SO-358|26|60|2|STA 2, PAN|||
137-20953|20953|137|C|SO-368|26|60|2|STA 2, PAN|||
137-20954|20954|137|C|SO-368|26|60|2|STA 2, PAN, LRV|||
137-20955|20955|137|C|SO-368|26|60|2|STA 2, PAN, LRV|||
137-20956|20956|137|C|SO-368|26|60|2|STA 2, PAN, LRV|||
137-20957|20957|137|C|SO-368|26|60|2|STA 2, EARTH|||
137-20958|20958|137|C|SO-368|26|60|2|STA 2, EARTH|||
137-20959|20959|137|C|SO-368|26|60|2|STA 2, EARTH|||
137-20960|20960|137|C|SO-368|26|60|2|STA 2, SPL 2315, BOULDER, EARTH|||
137-20961|20961|137|C|SO-368|26|60|2|STA 2, SPL 2315, BOULDER, EARTH|||
138-21043|21043|138|I|3401|26|60|2|STA 2, SPL 2500, 2535-57|||
138-21044|21044|138|I|3401|26|60|2|STA 2, SPL 2500, 2535-57|||
138-21045|21045|138|I|3401|26|60|2|STA 2, SPL 2500, 2535-57|||
138-21046|21046|138|I|3401|26|60|2|STA 2, SPL 2500, 2535-57|||
137-20962|20962|137|C|SO-368|26|60|2|STA 2, SPL 2500, 2535-57|||
138-21047|21047|138|I|3401|26|60|2|STA 2, SPL 2415, 2435-36, 2440, 2460|||
138-21048|21048|138|I|3401|26|60|2|STA 2, SPL 2415, 2435-36, 2440, 2460|||
138-21049|21049|138|I|3401|26|60|2|STA 2, SPL 2415, 2435-36, 2440, 2460|||
137-20963|20963|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60|||
137-20964|20964|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60|||
137-20965|20965|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60|||
137-20966|20966|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20967|20967|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20968|20968|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20969|20969|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20970|20970|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20971|20971|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20972|20972|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
137-20973|20973|137|C|SO-368|26|60|2|STA 2, SPL 2415, 2435-36, 40, 60, TONGS|||
138-21050|21050|138|I|3401|27|60|2|STA 2, SMALL PIT CRATER|||
138-21051|21051|138|I|3401|27|60|2|STA 2, SMALL PIT CRATER|||
138-21052|21052|138|I|3401|27|60|2|STA 2, SMALL PIT CRATER|||
138-21053|21053|138|I|3401|27|60|2|STA 2, PAN|||
138-21054|21054|138|I|3401|27|60|2|STA 2, PAN|||
138-21055|21055|138|I|3401|27|60|2|STA 2, PAN|||
138-21056|21056|138|I|3401|27|60|2|STA 2, PAN|||
138-21057|21057|138|I|3401|27|60|2|STA 2, PAN|||
138-21058|21058|138|I|3401|27|60|2|STA 2, PAN|||
138-21059|21059|138|I|3401|27|60|2|STA 2, PAN|||
138-21060|21060|138|I|3401|27|60|2|STA 2, PAN|||
138-21061|21061|138|I|3401|27|60|2|STA 2, PAN|||
138-21062|21062|138|I|3401|27|60|2|STA 2, PAN|||
138-21063|21063|138|I|3401|27|60|2|STA 2, PAN|||
138-21064|21064|138|I|3401|27|60|2|STA 2, PAN|||
138-21065|21065|138|I|3401|27|60|2|STA 2, PAN|||
138-21066|21066|138|I|3401|27|60|2|STA 2, PAN|||
138-21067|21067|138|I|3401|27|60|2|STA 2, PAN|||
138-21068|21068|138|I|3401|27|60|2|STA 2, PAN, CDR|||
138-21069|21069|138|I|3401|27|60|2|STA 2, PAN, CDR|||
138-21070|21070|138|I|3401|27|60|2|STA 2, PAN, CDR|||
138-21071|21071|138|I|3401|27|60|2|STA 2, PAN, LRV|||
138-21072|21072|138|I|3401|27|60|2|STA 2, PAN, LRV|||
138-21073|21073|138|I|3401|27|60|2|STA 2, PAN, LRV|||
137-20974|20974|137|C|SO-358|27|60|2|STA 2, SPL 2700, 2735-38|||
137-20975|20975|137|C|SO-368|27|60|2|STA 2, SPL 2700, 2735-38|||
137-20976|20976|137|C|SO-368|27|60|2|STA 2, SPL 2700, 2735-38, LRV|||
137-20977|20977|137|C|SO-368|27|60|2|STA 2, SPL 2700, 2735-38, LRV|||
137-20978|20978|137|C|SO-368|27|60|2|STA 2, SPL 2700, 2735-38|||
138-21074|21074|138|I|3401|27|60|2|STA 2, SPL 2700, 2735-38|||
137-20979|20979|137|C|SO-368|27|60|2|STA 2, LRV, REAR|||
138-21075|21075|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A|||
138-21076|21076|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A|||
138-21077|21077|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21078|21078|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21079|21079|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21080|21080|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21081|21081|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21082|21082|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21083|21083|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21084|21084|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21085|21085|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21086|21086|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21087|21087|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21088|21088|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21089|21089|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21090|21090|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21091|21091|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21092|21092|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A, LRV PAN|||
138-21093|21093|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A|||
138-21094|21094|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A|||
138-21095|21095|138|I|3401|27|60|2|LRV TRAVERSE, STA 2 TO STA 2A|||
138-21096|21096|138|I|3401|27|60|2|STA 2A, SPL 3130|||
138-21097|21097|138|I|3401|27|60|2|STA 2A, SPL 3130|||
138-21098|21098|138|I|3401|27|60|2|STA 2A, SPL 3150|||
138-21099|21099|138|I|3401|27|60|2|STA 2A, SPL 3150|||
144-22003|22003|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22004|22004|144|R|3401|27|500|2|STA 2A, S MASSIF, FOGGED|||
144-22005|22005|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22006|22006|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22007|22007|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22008|22008|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22009|22009|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22010|22010|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22011|22011|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22012|22012|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22013|22013|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22014|22014|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22015|22015|144|R|3401|27|500|2|STA 2A, S MASSIF|||
144-22016|22016|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22017|22017|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22018|22018|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22019|22019|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22020|22020|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22021|22021|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22022|22022|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22023|22023|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22024|22024|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22025|22025|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22026|22026|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22027|22027|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22028|22028|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22029|22029|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22030|22030|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22031|22031|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22032|22032|144|R|3401|27|500|2|STA 2A, N MASSIF|||
144-22033|22033|144|R|3401|27|500|2|STA 2A, SCULPTURED HILLS|||
144-22034|22034|144|R|3401|27|500|2|STA 2A, SCULPTURED HILLS|||
144-22035|22035|144|R|3401|27|500|2|STA 2A, SCULPTURED HILLS|||
144-22036|22036|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22037|22037|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22038|22038|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22039|22039|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22040|22040|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22041|22041|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22042|22042|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22043|22043|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22044|22044|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
144-22045|22045|144|R|3401|27|500|2|STA 2A, FAMILY MOUNTAIN|||
138-21100|21100|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21101|21101|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21102|21102|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21103|21103|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN, SPL 3120, 30,40|||
138-21104|21104|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21105|21105|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21106|21106|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21107|21107|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
138-21108|21108|138|I|3401|27|60|2|STA 2A, LRV PARTIAL PAN|||
137-20980|20980|137|C|SO-368|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21109|21109|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21110|21110|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21111|21111|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21112|21112|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21113|21113|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21114|21114|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21115|21115|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21116|21116|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21117|21117|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21118|21118|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21119|21119|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21120|21120|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21121|21121|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21122|21122|138|I|3401|27|60|2|STA TRAVERSE, STA 2A TO STA 3|||
138-21123|21123|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21124|21124|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21125|21125|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21126|21126|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21127|21127|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21128|21128|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21129|21129|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21130|21130|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21131|21131|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21132|21132|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21133|21133|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21134|21134|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21135|21135|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21136|21136|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21137|21137|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21138|21138|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21139|21139|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21140|21140|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21141|21141|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21142|21142|138|I|3401|27|60|2|LRV TRAVERSE, STA 2A TO STA 3|||
138-21143|21143|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21144|21144|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21145|21145|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21146|21146|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21147|21147|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21148|21148|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21149|21149|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21150|21150|138|I|3401|27|60|2|STA 3, PAN|||
138-21151|21151|138|I|3401|27|60|2|STA 3, PAN|||
138-21152|21152|138|I|3401|27|60|2|STA 3, PAN|||
138-21153|21153|138|I|3401|27|60|2|STA 3, PAN|||
138-21154|21154|138|I|3401|27|60|2|STA 3, PAN|||
138-21155|21155|138|I|3401|27|60|2|STA 3, PAN|||
138-21156|21156|138|I|3401|27|60|2|STA 3, PAN|||
138-21157|21157|138|I|3401|27|60|2|STA 3, PAN|||
138-21158|21158|138|I|3401|27|60|2|STA 3, PAN|||
138-21159|21159|138|I|3401|27|60|2|STA 3, PAN|||
138-21160|21160|138|I|3401|27|60|2|STA 3, PAN, SCOOP, SAMPLE BAG|||
138-21161|21161|138|I|3401|27|60|2|STA 3, PAN, SCOOP, SAMPLE SAG|||
138-21162|21162|138|I|3401|27|60|2|STA 3, PAN, SCOOP, SAMPLE BAG|||
138-21163|21163|138|I|3401|27|60|2|STA 3, PAN|||
138-21164|21164|138|I|3401|27|60|2|STA 3, PAN, SAMPLE BAG|||
138-21165|21165|138|I|3401|27|60|2|STA 3, PAN, SAMPLE BAG|||
138-21166|21166|138|I|3401|27|60|2|STA 3, PAN, LRV|||
138-21167|21167|138|I|3401|27|60|2|STA 3, PAN, LRV|||
138-21168|21168|138|I|3401|27|60|2|STA 3, PAN, LRV|||
138-21169|21169|138|I|3401|27|60|2|STA 3, PAN, LRV|||
138-21170|21170|138|I|3401|27|60|2|STA 3, PAN|||
138-21171|21171|138|I|3401|27|60|2|STA 3, PAN|||
138-21172|21172|138|I|3401|27|60|2|STA 3, PAN|||
139-21173|21173|139|I|3401|27|60|2|STA 3, PAN|||
138-21174|21174|138|I|3401|27|60|2|STA 3, PAN|||
138-21175|21175|138|I|3401|27|60|2|STA 3, PAN|||
138-21176|21176|138|I|3401|27|60|2|STA 3, PAN|||
138-21177|21177|138|I|3401|27|60|2|STA 3, PAN|||
138-21178|21178|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21179|21179|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21180|21180|138|I|3401|27|60|2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80|||
138-21181|21181|138|I|3401|27|60|2|STA 3, LRV FLOOR|||
138-21182|21182|138|I|3401|27|60|2|STA 3, LRV FLOOR, OVEREXPOSED|||
137-20981|20981|137|C|SO-368|27|60|2|STA 3, SPL 3002, 3001|||
137-20982|20982|137|C|SO-368|27|60|2|STA 3, SPL 3002, 3001|||
144-22047|22047|144|R|3401|27|500|2|STA 3, N MASSIF|||
144-22048|22048|144|R|3401|27|500|2|STA 3, N MASSIF|||
144-22049|22049|144|R|3401|27|500|2|STA 3, N MASSIF|||
144-22050|22050|144|R|3401|27|500|2|STA 3, N MASSIF|||
144-22051|22051|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22052|22052|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22053|22053|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22054|22054|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22055|22055|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22056|22056|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22057|22057|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22058|22058|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22059|22059|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22060|22060|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22061|22061|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22062|22062|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22063|22063|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22064|22064|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22065|22065|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22066|22066|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22067|22067|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22068|22068|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22069|22069|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22070|22070|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22071|22071|144|R|3401|27|500|2|STA 3, S MASSIF|||
144-22072|22072|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22073|22073|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22074|22074|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22075|22075|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22076|22076|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22077|22077|144|R|3401|27|500|2|STA 3, SCULPTURED HILLS|||
144-22078|22078|144|R|3401|27|500|2|STA 3, BLURRED|||
133-20194|20194|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20195|20195|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20196|20196|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20197|20197|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20198|20198|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20199|20199|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20200|20200|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20201|20201|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20202|20202|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20203|20203|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20204|20204|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20205|20205|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20206|20206|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20207|20207|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20208|20208|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4, SPL 4115|||
137-20983|20983|137|C|SO-368|27|60|2|LRV TRAVERSE, STA 3 TO STA 4, SPL 4115|||
133-20209|20209|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20210|20210|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20211|20211|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20212|20212|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20213|20213|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20214|20214|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20215|20215|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20216|20216|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20217|20217|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20218|20218|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20219|20219|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20220|20220|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20221|20221|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20222|20222|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20223|20223|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20224|20224|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20225|20225|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20226|20226|133|J|3401|27|60|2|LRV TPAVERSE, STA 3 TO STA 4|||
133-20227|20227|133|J|3401|27|60|2|LRV TRAVERSE, STA 3 TO STA 4|||
133-20228|20228|133|J|3401|27|60|2|STA 4, PAN|||
133-20229|20229|133|J|3401|27|60|2|STA 4, PAN, SCOOP|||
133-20230|20230|133|J|3401|27|60|2|STA 4, PAN|||
133-20231|20231|133|J|3401|27|60|2|STA 4, PAN|||
133-20232|20232|133|J|3401|27|60|2|STA 4, PAN, SCOOP|||
133-20233|20233|133|J|3401|27|60|2|STA 4, PAN|||
133-20234|20234|133|J|3401|27|60|2|STA 4, PAN|||
133-20235|20235|133|J|3401|27|60|2|STA 4, PAN|||
133-20236|20236|133|J|3401|27|60|2|STA 4, PAN|||
133-20237|20237|133|J|3401|27|60|2|STA 4, PAN|||
133-20238|20238|133|J|3401|27|60|2|STA 4, PAN|||
133-20239|20239|133|J|3401|27|60|2|STA 4, PAN|||
133-20240|20240|133|J|3401|27|60|2|STA 4, PAN|||
133-20241|20241|133|J|3401|27|60|2|STA 4, PAN|||
133-20242|20242|133|J|3401|27|60|2|STA 4, PAN|||
133-20243|20243|133|J|3401|27|60|2|STA 4, PAN|||
133-20244|20244|133|J|3401|27|60|2|STA 4, PAN|||
133-20245|20245|133|J|3401|27|60|2|STA 4, PAN, CDR|||
133-20246|20246|133|J|3401|27|60|2|STA 4, PAN, CDR|||
133-20247|20247|133|J|3401|27|60|2|STA 4, PAN, CDR, LRV|||
133-20248|20248|133|J|3401|27|60|2|STA 4, PAN, CDR, LRV|||
133-20249|20249|133|J|3401|27|60|2|STA 4, PAN, LRV|||
133-20250|20250|133|J|3401|27|60|2|STA 4, PAN, CDR, LRV|||
133-20251|20251|133|J|3401|27|60|2|STA 4, PAN, LRV|||
133-20252|20252|133|J|3401|27|60|2|STA 4, PAN, LRV|||
133-20253|20253|133|J|3401|27|60|2|STA 4, PAN|||
133-20254|20254|133|J|3401|27|60|2|STA 4, PAN|||
133-20255|20255|133|J|3401|27|60|2|STA 4, PAN|||
133-20256|20256|133|J|3401|27|60|2|STA 4, PAN|||
133-20257|20257|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20258|20258|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20259|20259|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20260|20260|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20261|20261|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20262|20262|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20263|20263|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20264|20264|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20265|20265|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20266|20266|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20267|20267|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
133-20268|20268|133|J|3401|27|60|2|STA 4, PAN, OVEREXPOSED|||
137-20984|20984|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20985|20985|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20986|20986|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20987|20987|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
