NASA PHOTO NO. AS17-|photo_num|mag_number|mag_code|film_type|sun_elevation|lens_mm|EVA|DESCRIPTION|||
143-21870|21870|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21871|21871|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21872|21872|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21873|21873|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21874|21874|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21875|21875|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21876|21876|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21877|21877|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21878|21878|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21879|21879|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21880|21880|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21881|21881|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21882|21882|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21883|21883|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21884|21884|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21885|21885|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21886|21886|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21887|21887|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21888|21888|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21889|21889|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21890|21890|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21891|21891|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21892|21892|143|N|3401|38|60|3|LRV TRAVERSE, SPL 0315, 0320|||
143-21893|21893|143|N|3401|38|60|3|LRV TRAVERSE, SPL 0315, 0320|||
143-21894|21894|143|N|3401|38|60|3|LRV TRAVERSE, SPL 0315, 0320|||
134-20455|20455|134|B|SO-368|38|60|3|LRV TRAVERSE, STA 9-LM, SPL 0315, 0320|||
143-21895|21895|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
134-20456|20456|134|B|SO-368|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21896|21896|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21897|21897|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21898|21898|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21899|21899|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21900|21900|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21901|21901|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21902|21902|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21903|21903|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21904|21904|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21905|21905|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21906|21906|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21907|21907|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21908|21908|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21909|21909|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21910|21910|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21911|21911|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21912|21912|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21913|21913|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21914|21914|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21915|21915|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21916|21916|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21917|21917|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21918|21918|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21919|21919|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21920|21920|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21921|21921|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21922|21922|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, LM|||
143-21923|21923|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, LM|||
143-21924|21924|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, SEIS CHRG 2|||
134-20457|20457|134|B|SO-368|38|60|3|LRV TRAV., STA 9 TO LM, LM, SURF ELEC PROP|||
143-21925|21925|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, SPL 0215|||
143-21926|21926|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, SPL 0215|||
134-20458|20458|134|B|SO-368|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, LM|||
134-20459|20459|134|B|SO-368|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, LM|||
134-20460|20460|134|B|SO-368|38|60|3|LRV TRAVERSE, STA 9 TO STA LM, LM|||
143-21927|21927|143|N|3401|38|60|3|STA LM, SPL 0011|||
143-21928|21928|143|N|3401|38|60|3|STA LM, SPL 0011|||
143-21929|21929|143|N|3401|38|60|3|STA LM, SPL 0011|||
143-21930|21930|143|N|3401|38|60|3|STA LM, SPL 0011|||
143-21931|21931|143|N|3401|38|60|3|FINAL LRV STA, LRV, LM|||
143-21932|21932|143|N|3401|38|60|3|FINAL LRV STA, LRV, LM|||
143-21933|21933|143|N|3401|38|60|3|FINAL LRV STA, LRV, LM|||
143-21934|21934|143|N|3401|38|60|3|FINAL LRV STA, LRV, LM|||
134-20461|20461|134|B|SO-368|38|60|3|STA LM, LM, EARTH|||
134-20462|20462|134|B|SO-368|38|60|3|STA LM, LM, LRV|||
134-20463|20463|134|B|SO-368|38|60|3|STA LM, LM, EARTH|||
134-20464|20464|134|B|SO-368|38|60|3|STA LM, EARTH|||
134-20465|20465|134|B|SO-368|38|60|3|STA LM, EARTH, FLAG|||
134-20466|20466|134|B|SO-368|38|60|3|STA LM, FLAG|||
134-20467|20467|134|B|SO-368|38|60|3|STA LM, LM, LRV, FLAG|||
134-20468|20468|134|B|SO-368|38|60|3|STA LM, LM, QUAD 2|||
134-20469|20469|134|B|SO-368|38|60|3|STA LM, LM, QUAD 2|||
134-20470|20470|134|B|SO-368|38|60|3|STA LM, LMP, LRV, EARTH|||
134-20471|20471|134|B|SO-368|38|60|3|STA LM, LMP, LRV, EARTH|||
134-20472|20472|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20473|20473|134|B|SO-368|38|60|3|STA LM, CDR, LRV, EARTH|||
134-20474|20474|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20475|20475|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20476|20476|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20477|20477|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20478|20478|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20479|20479|134|B|SO-368|38|60|3|STA LM, CDR, LRV|||
134-20480|20480|134|B|SO-368|38|60|3|STA LM, LM|||
134-20481|20481|134|B|SO-368|38|60|3|STA LM, LM|||
134-20482|20482|134|B|SO-368|38|60|3|STA LM, LM|||
134-20483|20483|134|B|SO-368|38|60|3|STA LM, LM|||
134-20484|20484|134|B|SO-368|38|60|3|STA LM, LM|||
134-20485|20485|134|B|SO-368|38|60|3|STA LM, LM|||
134-20486|20486|134|B|SO-368|38|60|3|STA LM, LM|||
134-20487|20487|134|B|SO-368|38|60|3|STA LM, LM|||
134-20488|20488|134|B|SO-368|38|60|3|STA LM, LM|||
134-20489|20489|134|B|SO-368|38|60|3|STA ALSEP, CENTRAL STATION|||
134-20490|20490|134|B|SO-368|38|60|3|STA ALSEP, CENTRAL STATION|||
134-20491|20491|134|B|SO-368|38|60|3|STA ALSEP, CENTRAL STATION|||
134-20492|20492|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20493|20493|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20494|20494|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20495|20495|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20496|20496|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20497|20497|134|B|SO-368|38|60|3|STA ALSEP, HEAT FLOW PROBE|||
134-20498|20498|134|B|SO-368|38|60|3|STA ALSEP, LUNAR MASS SPECTROMETER|||
134-20499|20499|134|B|SO-368|38|60|3|STA ALSEP, LUNAR MASS SPECTROMETER|||
134-20500|20500|134|B|SO-368|38|60|3|STA ALSEP, EJECTA-METEORITE DETECTOR|||
134-20501|20501|134|B|SO-368|38|60|3|STA ALSEP, LUNAR SURFACE GRAVIMETER|||
134-20502|20502|134|B|SO-368|38|60|3|STA ALSEP, LUNAR SURFACE GRAVIMETER|||
134-20503|20503|134|B|SO-368|38|60|3|STA ALSEP, DRILL CORE EXTRACTOR, SPL 0175|||
134-20504|20504|134|B|SO-368|38|60|3|STA ALSEP, DRILL CORE EXTRACTOR, SPL 0175|||
134-20505|20505|134|B|SO-368|38|60|3|STA ALSEP, DRILL CORE EXTRACTOR, SPL 0175|||
134-20506|20506|134|B|SO-368|38|60|3|STA LM, LM, FLAG, LRV|||
134-20507|20507|134|B|SO-368|38|60|3|STA LM, LM, FLAG, LRV|||
134-20508|20508|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
134-20509|20509|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
134-20510|20510|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
134-20511|20511|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
134-20512|20512|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
134-20513|20513|134|B|SO-368|38|60|3|STA LM, LM, FLAG|||
143-21935|21935|143|N|3401|39|60|3|STA SEP, SEIS CHRG 3, LM|||
143-21936|21936|143|N|3401|39|60|3|STA SEP, SEIS CHRG 3, LM|||
143-21937|21937|143|N|3401|39|60|3|STA SEP, SEIS CHRG 3, LM|||
143-21938|21938|143|N|3401|39|60|3|STA LM|||
143-21939|21939|143|N|3401|39|60|3|STA LM|||
143-21940|21940|143|N|3401|39|60|3|STA LM|||
143-21941|21941|143|N|3401|39|60|3|STA LM, LMP, FLAG|||
143-21943|21943|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21944|21944|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21945|21945|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21946|21946|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21947|21947|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21948|21948|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, FLAG|||
143-21949|21949|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, FLAG|||
143-21950|21950|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, FLAG|||
143-21951|21951|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21952|21952|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21953|21953|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21954|21954|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21955|21955|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21956|21956|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21957|21957|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21958|21958|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21959|21959|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21960|21960|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21961|21961|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21962|21962|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21963|21963|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21964|21964|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21965|21965|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21966|21966|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21967|21967|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21968|21968|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21969|21969|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21970|21970|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21971|21971|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21972|21972|143|N|3401|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
143-21973|21973|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21974|21974|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21975|21975|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21976|21976|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21977|21977|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21978|21978|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21979|21979|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21980|21980|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21981|21981|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
143-21982|21982|143|N|3401|40|60|POST EVA3|LM WINDOW PAN|||
145-22192|22192|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22193|22193|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22194|22194|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22195|22195|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22196|22196|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN, PLSS|||
145-22197|22197|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22198|22198|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22199|22199|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22200|22200|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22201|22201|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22202|22202|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22203|22203|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22204|22204|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22205|22205|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22206|22206|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22207|22207|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22208|22208|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22209|22209|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22210|22210|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22211|22211|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22212|22212|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22213|22213|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22214|22214|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22215|22215|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22216|22216|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22217|22217|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22218|22218|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22219|22219|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22220|22220|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22221|22221|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22222|22222|145|D|SO-368|40|60|POST EVA3|LM WINDOW PAN|||
145-22223|22223|145|D|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
145-22224|22224|145|D|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
145-22225|22225|145|D|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
145-22226|22226|145|D|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
145-22227|22227|145|D|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
145-22228|22228|145|D|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20514|20514|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20515|20515|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20516|20516|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20517|20517|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20518|20518|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20519|20519|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20520|20520|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20521|20521|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20522|20522|134|B|SO-368||60|POST EVA3|LM INTERIOR, CERNAN|||
134-20523|20523|134|B|SO-368||60|POST EVA3|LM INTERIOR, EVA SUITS|||
134-20524|20524|134|B|SO-368||60|POST EVA3|LM INTERIOR, EVA SUITS|||
134-20525|20525|134|B|SO-368||60|POST EVA3|LM INTERIOR, EVA SUITS|||
134-20526|20526|134|B|SO-368||60|POST EVA3|LM INTERIOR, EVA SUITS|||
134-20527|20527|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20528|20528|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20529|20529|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20530|20530|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20531|20531|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
134-20532|20532|134|B|SO-368||60|POST EVA3|LM INTERIOR, SCHMITT|||
